container_name,type,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
dy-apache-deb,dynamic,100,100,0,0.11469864845275879,871.8498548061553,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,1000,1000,0,1.085106611251831,921.5684335812423,0.02528815131985044,0.023304761999999996,1,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,5000,5000,0,5.081795930862427,983.90412917495,0.33869599981193405,0.06664887855,8,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,8000,8000,0,9.11619758605957,877.5588642608567,0.7439693205650652,0.08160960899999997,9,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,10000,10000,0,10.884103775024414,918.7711001935544,0.7749677637698171,0.07120179849333334,15,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,15000,15000,0,15.88957166671753,944.0153777977014,1.0793360152956621,0.06792731975,24,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,20000,20000,0,21.24549698829651,941.375954208903,1.37443146778703,0.06469283672413792,29,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,30000,28231,1769,35.52717852592468,844.4239380875287,2.858456191136891,0.08045829445901637,61,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,40000,29213,10787,63.2307186126709,632.6039127441506,3.7799747245642425,0.05978067002083332,24,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,50000,38921,11079,72.84570479393005,686.3822670319788,5.528956698930165,0.07589955666666666,78,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,60000,49140,10860,85.3570487499237,702.9296452808021,6.415750105631099,0.07516368243269228,104,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,70000,56463,13537,103.57109785079956,675.8642271113051,6.823367648881672,0.0658810014615385,117,0.0,0.0,0.0,0.0,0.0,0.0
dy-apache-deb,dynamic,80000,60279,19721,128.7427637577057,621.3941480280807,7.867715111283934,0.06111190160629921,127,0.0,0.0,0.0,0.0,0.0,0.0
