Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.13974428176879883,715.5927865831812,0.002129525798151493,0.015238732999999999,1,1.2349999999999999,1.2349999999999999,9.879999999999999,50.423177083333336,52.66796875,151.26953125
1000,1000,0,0.959740161895752,1041.9486853865985,0.09752437084969998,0.10161539,2,1.4637499999999999,1.4637499999999999,11.709999999999999,52.447916666666664,52.625,157.34375
5000,5000,0,4.34204363822937,1151.531494519695,0.8637333344624284,0.19892322749999994,10,1.5829166666666667,1.6725,37.99,63.02109375,64.765625,315.10546875
8000,8000,0,7.398983478546143,1081.2296071746268,1.7282874211497052,0.2335844411818181,22,1.538125,1.65625,49.22,68.05598958333333,68.59375,408.3359375
10000,10000,0,10.721145391464233,932.7361615636346,2.836833613517134,0.26460172956666667,33,1.3457142857142856,1.6837499999999999,75.36,72.5849609375,73.24609375,580.6796875
15000,15000,0,16.434261560440063,912.7273498011883,4.435236926056588,0.2698774696839999,50,1.6558333333333333,1.75125,119.22,83.0518465909091,83.85546875,913.5703125
20000,19382,618,22.700774431228638,881.0272116746255,5.09802486159704,0.22457493144303795,79,1.4995192307692309,1.9200000000000004,155.95,90.8046875,91.265625,1362.0703125
30000,28231,1769,37.29701471328735,804.353920296797,9.115933400894383,0.24441455893913033,115,1.4550595238095236,1.9224999999999999,244.45,106.28006114130434,107.5078125,2444.44140625
40000,31657,8343,66.0729432106018,605.3915272474461,15.90894804403727,0.24077855883199983,125,1.1200320512820512,1.9587500000000002,349.45,126.59946646341463,128.70703125,5190.578125
50000,40489,9511,74.4802577495575,671.3188368403178,17.25405993108426,0.2316595088741724,151,1.1564204545454546,1.9274999999999998,407.06,145.9349524456522,148.1640625,6713.0078125
60000,50762,9238,88.63459515571594,676.9365832222754,21.69668621181302,0.24478801052450935,204,1.1969117647058825,1.905,488.34000000000003,164.7714475235849,167.3515625,8732.88671875
70000,56463,13537,115.27485609054565,607.2443061218543,25.448208813717244,0.22076114147328263,262,1.1246875,1.9825,611.83,179.2203125,183.60546875,12545.421875
80000,61038,18962,129.48457646369934,617.8342022258364,29.829583904205222,0.23037171467729106,251,1.0873026315789474,1.95,661.08,196.18875200320514,201.2421875,15302.72265625
