Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.11083745956420898,902.2220501370228,0.0006685511546095849,0.006031815933333334,6,0.35294117647058826,6.0,48.0,78.2578125,78.2578125,1330.3828125
1000,1000,0,0.8147010803222656,1227.444057892297,0.06517545194563212,0.07999922121111111,9,1.8854166666666667,17.925,271.5,81.77712673611111,82.1875,1471.98828125
5000,5000,0,3.929516315460205,1272.4212342186001,4.695854999231189,1.1950211227666665,9,4.298369565217392,19.6,790.9,79.66711956521739,80.1328125,1832.34375
8000,8000,0,6.262061357498169,1277.5345917715786,10.860466195707193,1.7343276559727272,11,5.93125,20.2625,1233.7,77.1397235576923,77.94921875,2005.6328125
10000,10000,0,7.748367786407471,1290.5943904137387,13.830576812684052,1.7849664850636364,11,6.029464285714285,17.225,1350.6,79.63309151785714,81.57421875,2229.7265625
15000,15000,0,11.735386610031128,1278.1854146311941,31.575444113735085,2.6906181417785717,14,7.953571428571428,19.1375,2227.0,80.95189732142858,81.41015625,2833.31640625
20000,20000,0,15.980522632598877,1251.523523967967,52.357929572413305,3.2763590263066664,15,9.404573170731709,18.475,3084.7,84.14462652439025,84.78125,3449.9296875
30000,30000,0,25.61410164833069,1171.2298331554075,104.01301150109676,4.060771403547368,19,12.433482142857143,24.8125,5570.2,81.43184988839286,81.8125,4560.18359375
40000,40000,0,35.78340458869934,1117.8366189513529,150.509581822853,4.206128051616,25,14.329049295774647,25.9125,8138.9,84.57784991197182,84.9375,6005.02734375
50000,50000,0,46.0423378944397,1085.9570188341424,204.4013889760599,4.439422460359999,30,15.870402298850573,25.5125,11045.8,80.68983477011494,81.69140625,7020.015625
60000,60000,0,56.22459936141968,1067.1485556404148,265.60821350447304,4.724057023458823,34,16.682598039215687,25.65,13613.0,82.11446844362744,82.4140625,8375.67578125
70000,70000,0,66.43460822105408,1053.6676872855555,316.5684032522458,4.765112818892499,40,17.054380341880343,27.675,15962.9,82.31951121794872,83.234375,9631.3828125
80000,80000,0,76.27454137802124,1048.8427534885482,348.7123966360108,4.571805878291304,46,17.05263157894737,25.3,18144.0,82.15780662593986,83.7265625,10926.98828125
