Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.17078089714050293,585.5455831089184,0.002105633849125385,0.012329445999999999,1,0.8675,0.8675,6.94,48.723958333333336,49.703125,146.171875
1000,1000,0,1.009765386581421,990.3290539454102,0.11000138243546367,0.108937565,2,1.79375,1.79375,14.35,53.5546875,55.828125,160.6640625
5000,5000,0,4.868991136550903,1026.906777970005,1.6949506659284186,0.34811126543333326,9,1.445,1.68625,34.68,61.30625,62.25,306.53125
8000,8000,0,7.619535684585571,1049.9327427764547,1.8339663439987222,0.24069266421428567,21,1.64575,1.8049999999999997,65.83,67.67633928571429,68.2890625,473.734375
10000,10000,0,10.726282358169556,932.2894611648563,2.2050891720167987,0.20557813960000004,28,1.578125,1.7425000000000002,75.75,73.693359375,75.2890625,589.546875
15000,15000,0,16.64650249481201,901.0901842398933,6.02775582923037,0.3621034407142857,35,1.595125,1.74375,127.61,84.38346354166667,85.6875,1012.6015625
20000,20000,0,21.43789792060852,932.9272895162799,7.816060289165141,0.3645907970133333,45,1.6108333333333331,1.9300000000000002,154.64000000000001,89.70033482142857,90.390625,1255.8046875
100,100,0,0.1141667366027832,875.9118721937976,0.0024936629692316054,0.02184229,1,0.0,0.0,0.0,48.67578125,48.67578125,97.3515625
1000,1000,0,1.0534977912902832,949.2188861404625,0.0,0.0,0,0.6525000000000001,1.1800000000000002,10.440000000000001,51.569010416666664,52.44140625,154.70703125
5000,5000,0,5.053119897842407,989.4877028615354,1.3804321704277596,0.27318413145454545,11,1.6291666666666664,1.7987499999999996,39.099999999999994,63.2953125,65.08203125,316.4765625
8000,8000,0,8.075655221939087,990.6316924311535,2.1881329137374084,0.27095422645,20,1.6982500000000003,1.94875,67.93,67.99944196428571,69.76171875,475.99609375
10000,10000,0,11.377901077270508,878.8967255109008,5.1380839785159,0.45158451841176467,17,1.560625,1.8837499999999998,74.91,70.18408203125,70.7421875,561.47265625
15000,15000,0,17.61808443069458,851.3978951007125,6.737288687024124,0.3824075604545455,33,1.5575,1.8,124.60000000000001,82.44498697916667,83.23828125,989.33984375
20000,20000,0,22.857568979263306,874.983687816682,9.786385135570447,0.42814636781578946,38,1.6697916666666666,1.9125,160.3,90.34151785714286,91.328125,1264.78125
