Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples,Average CPU Usage (% of System),Average CPU Usage (Cores),Average Memory Usage (MB)
50000,50000,0,65.13736200332642,767.6086114363461,277.6797360102257,4.26298713165641,39,18.996306818181818,1.5197045454545455,63.74272727272726
5000,5000,0,5.40072226524353,925.80209728199,13.416808203629067,2.48426183475,4,0.1897058823529412,0.015176470588235296,16.794347426470587,9.1,0.0,25.800000000000004,17,72.22265625,0.0,285.50390625,17
