Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,999,1,0.9820897579193115,1018.2368688159763,0.3728558187743109,0.37965554142857144,21
