Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,1000,0,1.051835298538208,950.7191871101433,1.4151019756837369,1.3453646000000001,1
