Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,1000,0,1.1705083847045898,854.3296340866261,0.9797203001299286,0.8370040855172414,29
