server_image,num_clients,chunk_size,type,total_clients,successful_clients,failed_clients,execution_time_s,throughput_mb_s,total_energy_j,avg_power_w,samples,avg_cpu_pct,peak_cpu_pct,total_cpu_pct,avg_mem_mb,peak_mem_mb,total_mem_mb
yaws_websocket,10,10,burst,10,10,0,62.76904034614563,1.5931420880188836,478.55228408523044,7.6240178509375,32,26.135775862068964,99.8,24254.0,3982.5966796875,6818.01171875,461981.21484375
yaws_websocket,10,50,burst,10,0,10,0.270679235458374,1847.2048628085167,0.001882724277107162,0.006955554879999998,5,0.1390625,2.225,17.8,89.70703125,89.70703125,1435.3125
yaws_websocket,10,100,burst,10,0,10,0.4899299144744873,2041.1082696851208,0.003478230022357031,0.007099444062499998,8,0.06470588235294118,1.1,8.8,91.921875,91.921875,1562.671875
yaws_websocket,20,10,burst,20,20,0,129.92980980873108,1.539292640344959,973.9761483864924,7.496171585414286,70,27.926576576576576,100.9875,49597.6,4264.830957911036,6736.140625,946792.47265625
yaws_websocket,20,50,burst,20,0,20,0.5300285816192627,1886.6907081594584,0.0016314566487703561,0.0030780541,3,0.1426470588235294,2.425,19.4,91.890625,91.890625,1562.140625
yaws_websocket,20,100,burst,20,0,20,0.9757061004638672,2049.7975763902327,0.010425513973254705,0.0106850966375,8,0.04779411764705882,0.8125,6.5,91.88258272058823,91.8828125,1562.00390625
yaws_websocket,50,10,burst,50,50,0,321.56272053718567,1.5549066109551706,2290.096521355814,7.121772441563188,163,26.191982922201138,98.575,110425.40000000001,4172.417064456831,7278.84375,2198863.79296875
yaws_websocket,50,50,burst,50,0,50,1.323153018951416,1889.4262146499293,0.04370772456898198,0.033033008233333334,6,0.3111111111111111,3.475,44.8,92.26736111111111,92.30078125,1660.8125
yaws_websocket,50,100,burst,50,0,50,2.544442653656006,1965.0668852039971,0.17951190944494497,0.07055058175,4,0.14027777777777778,1.325,20.2,91.05056423611111,91.05078125,1638.91015625
