Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.13920927047729492,718.3429642087668,0.0026168531240095614,0.0187979803,2,3.6125,3.6125,28.9,71.25390625,71.25390625,356.26953125
1000,1000,0,0.8215546607971191,1217.2044633399596,0.1356235442129606,0.16508158335,4,13.15625,16.6125,210.5,68.24934895833333,68.27734375,409.49609375
5000,5000,0,3.953768253326416,1264.6163557495713,4.762636091728703,1.2045814996166668,6,11.466666666666667,13.325,550.4,68.77272727272727,69.078125,756.5
8000,8000,0,6.314093589782715,1267.006876956238,14.596390899704195,2.3117159560833334,6,10.96,17.125,876.8,68.35104166666666,68.40625,1025.265625
10000,10000,0,9.564092874526978,1045.5774668012707,19.538037055199112,2.0428531290444445,9,11.093333333333334,16.6125,1331.2,69.84107730263158,70.57421875,1326.98046875
15000,15000,0,15.04151463508606,997.2399963638487,43.63920450867267,2.9012506763699992,10,11.181521739130435,17.4375,2057.4,70.95535714285714,71.515625,1986.75
20000,18894,1106,21.54805016517639,928.1582253006733,46.634282887394164,2.1641996621466664,15,10.308333333333334,16.075,2474.0,73.38260135135135,73.7578125,2715.15625
100,100,0,0.14863324165344238,672.7970061580365,0.0024925189130614103,0.016769592625,4,8.2375,8.2375,65.9,71.3546875,71.359375,356.7734375
1000,1000,0,1.0053744316101074,994.6542984970283,0.10931297555438205,0.10872862101666668,6,12.3,12.9,196.8,69.72265625,69.72265625,488.05859375
5000,5000,0,5.09476113319397,981.4002794799209,6.823251258751047,1.3392681384599998,5,10.716666666666667,15.35,771.6,68.62890625,69.3359375,823.546875
8000,8000,0,8.019264221191406,997.5977570185929,18.857012926954077,2.351464225,4,9.807291666666666,16.7875,941.5,70.8697150735294,71.08203125,1204.78515625
10000,10000,0,10.959787368774414,912.4264607989613,16.18888938431893,1.4771171045199998,10,10.209375,17.0875,1306.8,69.33909970238095,69.59375,1456.12109375
15000,15000,0,16.810651063919067,892.2914373134963,30.46431150120757,1.8122029530785717,14,11.0155,18.125,2203.1,69.02096354166666,69.39453125,2070.62890625
20000,20000,0,21.793421268463135,917.708135571244,48.365478387277776,2.2192696498399993,15,11.284765625,17.0,2888.9,69.40614442567568,69.72265625,2568.02734375
