Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.1493065357208252,669.7630449813729,0.0,0.0,0,0.0,0.0,0.0,50.09375,50.09375,100.1875
100,100,0,0.11852121353149414,843.7308142599082,0.0,0.0,0,0.0,0.0,0.0,50.05859375,50.05859375,100.1171875
1000,1000,0,0.9836134910583496,1016.6594999871533,0.07442760334306239,0.07566753,1,1.51875,1.51875,12.15,53.998697916666664,54.94140625,161.99609375
5000,5000,0,4.953991413116455,1009.2871753394102,1.2338220385823648,0.24905615203846157,13,1.42375,1.775,34.17,62.79296875,64.0390625,313.96484375
8000,8000,0,7.686615943908691,1040.7700941972587,2.285834649547983,0.2973785429411765,17,1.6295000000000002,1.78,65.18,70.078125,71.609375,490.546875
10000,10000,0,10.836572170257568,922.8010336558591,2.9718630252809652,0.2742438271612903,31,1.6812500000000001,1.8962499999999998,80.7,70.2451171875,71.05078125,561.9609375
15000,15000,0,17.049347400665283,879.7990707500444,5.756011110909673,0.3376088817736841,38,1.669375,1.95125,133.55,80.828125,81.39453125,969.9375
20000,20000,0,21.551891565322876,927.9927907664551,6.6189777294627845,0.3071181807592592,54,1.5525,1.8212500000000003,161.46,90.79324776785714,92.51953125,1271.10546875
100,100,0,0.15917110443115234,628.2547347860733,0.001497279762356758,0.009406731,1,0.125,0.125,1.0,50.44140625,50.44140625,100.8828125
1000,1000,0,0.9750885963439941,1025.5478361139787,0.08830986894104718,0.090565995,2,1.6199999999999999,1.6199999999999999,12.959999999999999,51.30859375,53.58203125,153.92578125
5000,5000,0,4.75039529800415,1052.543985571205,1.0091788171076312,0.21244101886250005,16,1.6195833333333332,1.7075,38.87,61.6703125,62.796875,308.3515625
8000,8000,0,7.646275758743286,1046.2609840944124,1.720962333400796,0.22507196806666663,24,1.6855,2.0225,67.42,69.37946428571429,70.40625,485.65625
10000,10000,0,10.794227361679077,926.4211012917249,3.0860977324605523,0.28590260599999995,30,1.6183333333333334,1.86,77.68,71.1484375,71.83203125,569.1875
15000,15000,0,16.594895124435425,903.8924252020735,4.599549023707718,0.2771665014583332,48,1.4730681818181817,1.8675000000000002,129.63,82.97884114583333,83.9609375,995.74609375
20000,20000,0,21.4163236618042,933.867096698291,5.133002722997684,0.23967711751351348,74,1.5739583333333333,1.8837500000000003,151.1,91.32393973214286,92.578125,1278.53515625
