Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.15204763412475586,657.6886288013498,0.0,0.0,0,5.6875,5.6875,45.5,95.37109375,95.37109375,476.85546875
100,100,0,0.11761879920959473,850.2042247668392,0.0017722539286525191,0.015067777775000001,4,8.15,8.15,65.2,93.8125,93.8125,469.0625
1000,1000,0,0.8373024463653564,1194.3115708557843,0.15787819677983214,0.18855575719999998,4,17.025,18.15,272.4,96.568359375,96.78125,579.41015625
5000,5000,0,4.034531831741333,1239.3011651718618,7.903807734774166,1.9590396269999997,5,16.322916666666668,19.225,783.5,95.42755681818181,96.484375,1049.703125
8000,8000,0,6.276890277862549,1274.5164637040966,27.7262673156055,4.41719802135,4,12.868181818181819,18.025,1132.3999999999999,95.01692708333333,95.828125,1425.25390625
10000,10000,0,9.668494462966919,1034.28719314086,28.273612086113676,2.9243034884500005,8,15.4375,18.3125,1852.5,94.5751953125,95.01171875,1891.50390625
15000,15000,0,15.280796527862549,981.6242217903659,61.671614297663965,4.0358900261,9,14.021195652173914,18.1,2579.9,95.79227120535714,96.5390625,2682.18359375
20000,19131,869,21.91034770011902,912.8107081519003,52.776120686184996,2.408730404853334,15,12.442241379310344,17.6375,2886.6,96.10423519736842,97.015625,3651.9609375
100,100,0,0.10743951797485352,930.7562234540669,0.0006950165113403161,0.006468909433333333,3,3.075,4.9,49.2,90.98828125,90.98828125,454.94140625
1000,1000,0,0.834986686706543,1197.623885411063,0.15660043308223376,0.18754841912499998,4,15.650000000000002,16.75,250.4,92.46158854166667,92.5390625,554.76953125
5000,5000,0,3.8574888706207275,1296.1800196186762,6.641701849433414,1.7217682467000002,6,15.516666666666666,17.3125,744.8,98.72407670454545,99.63671875,1085.96484375
8000,8000,0,6.337484836578369,1262.3304364889382,17.75520384983658,2.8016167782142856,7,14.822727272727274,19.2,1304.4,93.65859375,94.484375,1404.87890625
10000,10000,0,9.472866535186768,1055.646668603976,21.453569899960232,2.2647389594555554,9,12.211666666666668,20.1625,1465.4,95.08079769736842,95.73828125,1806.53515625
15000,15000,0,14.840898036956787,1010.7205077918477,52.5580284860907,3.5414318159999993,10,14.078409090909092,19.1,2477.8,96.64800347222223,97.94140625,2609.49609375
20000,18254,1746,23.015655755996704,868.9737199770648,71.7579823790825,3.1177900442999995,14,14.537068965517241,19.0375,3372.6,97.70869140625,97.95703125,3908.34765625
