Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples,Average CPU Usage (% of System),Average CPU Usage (Cores),Average Memory Usage (MB)
10000,10000,0,69.67144918441772,143.53081666968595,66.3446664945197,0.9522504163636363,33,6.406435185185185,0.5125148148148148,57.56222222222224
