Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
5000,5000,0,3.5104541778564453,1424.3171244163916,0.11119314602419965,0.03167486039999999,5
