Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,0,1000,0.9160609245300293,1091.6304507945629,0.08365937874567413,0.09132512533333333,3
