Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
1000,1000,0,0.79669189453125,1255.1903776909523,0.08055055187,0.01006881898375,8
