Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
5000,5000,0,5.035816431045532,992.887661507134,0.20477057199641632,0.040662834875000005,8
