Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,1000,0,1.0674242973327637,936.8345863015853,1.0269298815783938,0.9620634307692306,26
