Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
5000,5000,0,3.4251339435577393,1459.7969254324762,0.383880956,0.06398015933333333,6
