Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,1000,0,1.2361507415771484,808.9628282098877,1.2575060888692926,1.0172756821428572,28
