Total Clients,Successful Clients,Failed Clients,Execution Time (s),Throughput (MB/s),Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
10,0,10,0.08121371269226074,100.0,0.0007059048667901756,0.008691941833333335,6,0.31015625,3.7125,39.7,94.2802734375,96.39453125,1508.484375
10,0,10,0.07717537879943848,100.0,0.0004662628256644678,0.00604160074,5,0.38984375,4.9875,49.9,93.099609375,94.125,1489.59375
