Total Clients,Successful Clients,Failed Clients,Execution Time (s),Throughput (MB/s),Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
10,0,10,0.0756535530090332,100.0,0.00046186742796051157,0.006105032871428571,7,0.15546875,1.25,19.9,73.318603515625,76.4765625,1173.09765625
10,0,10,0.09415435791015625,100.0,0.00041817939856353756,0.00444142372,5,0.15546875,1.25,19.9,68.749267578125,70.5859375,1099.98828125
