Total Clients,Successful Clients,Failed Clients,Execution Time (s),Throughput (MB/s),Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
10,0,10,0.05119037628173828,100.0,0.0,0.0,0,0.017678571428571425,0.12375,0.99,53.46484375,53.46484375,374.25390625
10,0,10,0.04570364952087402,100.0,0.00012601716003310677,0.0027572668999999994,2,0.0,0.0,0.0,52.6328125,52.6328125,368.4296875
