Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.1313035488128662,761.594038425572,0.0,0.0,0,0.0,0.0,0.0,59.12109375,59.12109375,413.84765625
100,100,0,0.140061616897583,713.9714806599927,0.0,0.0,0,0.0,0.0,0.0,54.828125,54.828125,383.796875
1000,1000,0,0.8274271488189697,1208.5656138154914,0.0,0.0,0,0.20339285714285715,1.42375,11.39,59.133370535714285,61.92578125,413.93359375
5000,5000,0,3.8481624126434326,1299.3214588792086,0.07900866202006102,0.02053153,3,0.5219444444444444,1.61375,37.58,65.57682291666667,67.68359375,590.19140625
8000,8000,0,6.15330171585083,1300.1150227027058,0.21464501115865367,0.03488290044444444,9,0.626,1.7075,50.08,71.36328125,73.21484375,713.6328125
10000,10000,0,7.786330223083496,1284.302067019174,0.282398349511171,0.036268478400000005,10,0.7204545454545456,1.7950000000000004,63.400000000000006,74.43892045454545,76.6484375,818.828125
15000,15000,0,11.576832294464111,1295.6912235113575,0.3883458807293645,0.03354508995652173,23,0.7946428571428571,1.68125,89.0,84.259765625,86.296875,1179.63671875
20000,20000,0,15.345454454421997,1303.3175432765847,0.5764985316709956,0.037568032500000015,34,0.891171875,1.7675,114.07,91.380126953125,93.53515625,1462.08203125
100,100,0,0.12286806106567383,813.8811594540367,0.0,0.0,0,0.0,0.0,0.0,54.578125,54.578125,382.046875
1000,1000,0,0.807436466217041,1238.4875365923806,0.0,0.0,0,0.21714285714285714,1.52,12.16,56.420200892857146,59.24609375,394.94140625
5000,5000,0,3.9430441856384277,1268.055787508361,0.058383941565750594,0.014806818999999999,5,0.5656944444444444,1.9575,40.73,65.16927083333333,67.2890625,586.5234375
8000,8000,0,6.176457405090332,1295.24085981825,0.19252184804839376,0.031170270500000003,10,0.6194999999999999,1.56375,49.56,71.040625,72.34375,710.40625
10000,10000,0,7.76535964012146,1287.770362667142,0.27391181965297884,0.03527355233333333,12,0.7720454545454545,1.925,67.94,74.2198153409091,75.91796875,816.41796875
15000,15000,0,11.519510746002197,1302.1386351157053,0.40212799457676157,0.034908426533333335,15,0.8220192307692307,1.6149999999999998,85.49,83.5907451923077,85.97265625,1086.6796875
20000,20000,0,15.394805192947388,1299.1395311167905,0.5971056451182306,0.03878617739130434,23,0.920234375,2.1149999999999998,117.79,91.192626953125,94.01953125,1459.08203125
