Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,1000,0,0.78564453125,1272.8402734617775,0.0,0.0,0
