Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,1000,0,1.0887765884399414,918.4620707475485,1.1533643435826781,1.0593214033333336,27
