Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
1000,1000,0,0.805884838104248,1240.8720858334866,1.788079186,0.19867546511111112,9
