Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
1000,0,1000,0.9883830547332764,1011.7534848570007,0.0,0,0
