Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
1000,1000,0,0.7116794586181641,1405.1269681742044,0.028509386980000006,0.014254693490000003,2
