Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
500,500,0,0.4692351818084717,1065.563750085742,0.6316835892,0.07018706546666667,9
