Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,1000,0,0.7315521240234375,1366.9565942890515,0.29429096116195674,0.40228296999999996,1
