Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,1000,0,0.8194384574890137,1220.3478990530623,0.09441708142359001,0.11522168694999999,8
