Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
1000,1000,0,0.7786738872528076,1284.234666617677,0.08231323907999999,0.008231323907999999,10
