Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
5000,5000,0,3.5715508460998535,1399.9520699698335,14.600312362400002,1.216692696866667,12
