Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,0,1000,0.9019367694854736,1108.7251721320424,0.0,0.0,0
