Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,1000,0,1.1077439785003662,902.7356676348383,0.97518445637887,0.880333791296296,27
