Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
1000,1000,0,0.7718830108642578,1295.5331130818975,3.338843254e-05,1.669421627e-05,2
