Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
5000,5000,0,3.5206246376037598,1420.2025250278161,11.665112882199999,1.2961236535777776,9
