Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Power Consumption (W),Number of Samples
1000,0,1000,0.8942775726318359,1118.2210430001344,0.0,0.0,0
