Total Requests,Successful Requests,Failed Requests,Execution Time (seconds),Requests Per Second,Total Energy Consumption (J),Average Energy Consumption per Sample (J),Number of Samples
100000,78461,21539,145.38389229774475,687.8341088516257,15.061528051599993,0.08606587458057138,175
