Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Cores Used,Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
5000,5000,0,5.314333200454712,940.8518080071049,1.6445256062985807,0.309450978,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,11.664470672607422,857.3042258560239,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,11.82555079460144,845.6265736531415,4.364221818846365,0.36905019433333325,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,12.098160028457642,826.5719726369722,3.8877557522282014,0.321350994125,8,0.4083333333333333,6.466666666666666,52.266666666666666,0.03266666666666666,32.05322265625,32.0546875,512.8515625
5000,5000,0,8.61034369468689,580.6969126081816,4.711604307850165,0.5472028149999999,2,0.35480769230769227,6.633333333333333,36.9,0.028384615384615383,23.346754807692307,23.3515625,303.5078125
5000,5000,0,5.040449857711792,991.9749508766753,1.206985931390571,0.239459962,5,0.37824074074074077,8.933333333333334,27.233333333333334,21.14670138888889,21.15234375,190.3203125
10000,10000,0,10.094704151153564,990.6184322258972,4.395040817297423,0.43538084439999997,5,0.4699404761904762,6.533333333333334,52.63333333333333,21.03515625,21.03515625,294.4921875
10000,10000,0,10.237138986587524,976.8354237547992,5.368447127810494,0.5244089324999999,4,0.7390151515151515,9.166666666666666,65.03333333333333,30.906510416666666,30.93359375,463.59765625
10000,10000,0,10.286840915679932,972.115743012735,5.873621701984101,0.5709840125,4,0.5590909090909091,0.8041666666666667,49.2,46.90546875,46.92578125,703.58203125
