Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.15867233276367188,630.2295949032335,0.002160873126259804,0.01361846195,4,11.1875,11.1875,89.5,91.20703125,91.20703125,456.03515625
1000,1000,0,0.8529181480407715,1172.4454477807612,0.14862673447181549,0.17425673825000002,4,10.125,17.1125,243.0,95.77845982142857,95.87890625,670.44921875
5000,5000,0,3.8606584072113037,1295.1158772971278,6.6228177478996155,1.7154632835499999,6,13.014285714285714,18.3625,728.8,96.75603693181819,97.01171875,1064.31640625
8000,8000,0,6.112486839294434,1308.7962739766722,16.549754211206757,2.707532080857143,7,15.365,19.9625,1229.2,93.3125,93.55859375,1399.6875
10000,10000,0,9.316306591033936,1073.3867442301712,27.83812999682663,2.988107972275,8,14.889285714285714,18.225,1667.6,95.37068256578948,95.91015625,1812.04296875
15000,15000,0,14.557651281356812,1030.3859949722578,45.3740692189666,3.116853697208333,12,15.107386363636364,18.5125,2658.9,95.62369791666667,96.0078125,2581.83984375
20000,18614,1386,21.468129634857178,931.6135285267973,66.30888094388928,3.08871252744,15,13.867857142857144,20.5625,3106.4,97.48828125,98.16015625,3607.06640625
30000,28231,1769,34.662845611572266,865.4800109655289,124.60451158506913,3.5947571351,21,16.294886363636365,26.425,5735.8,98.06133497807018,98.6875,5589.49609375
40000,29277,10723,62.47479963302612,640.2581558477661,209.07331731657783,3.3465224145521737,23,15.602989130434782,26.0125,5741.9,93.73953125,94.46875,9373.953125
50000,38218,11782,72.19269013404846,692.5908967675156,215.03147409155423,2.9785768294862067,29,13.895696721311475,23.7125,6781.1,94.95838994565217,95.66015625,10920.21484375
60000,48731,11269,87.4626796245575,686.0068803923701,324.20088774513,3.7067339937078936,38,17.61294117647059,27.6,11976.8,95.56432481751825,95.92578125,13092.3125
70000,56463,13537,103.0497236251831,679.2837237934476,389.5712044249817,3.7804196917785715,42,17.47328947368421,26.5375,13279.7,95.784228515625,96.140625,15325.4765625
80000,58644,21356,127.17131018638611,629.0727042345446,411.56561974224024,3.2363087172652167,46,15.81625,26.475,12653.0,94.53580729166667,95.16015625,18718.08984375
